id,acct,display_name,domain,followers,following,statuses,url,username
106568336162842708,machinelearning,,mastodon.social,6,0,0,https://mastodon.social/@machinelearning,machinelearning
466282,Techcrunch,,mastodon.social,95,1,3,https://mastodon.social/@Techcrunch,Techcrunch
109310582157669913,TedUnderwood@sigmoid.social,Ted Underwood,sigmoid.social,3989,1252,3128,https://sigmoid.social/@TedUnderwood,TedUnderwood
112410769390923651,betinioheleno@me.dm,Betini O. Heleno,me.dm,0,1,0,https://me.dm/@betinioheleno,betinioheleno
110209382556951765,cristopherfreitas@me.dm,Cristopher G S Freitas,me.dm,0,14,2,https://me.dm/@cristopherfreitas,cristopherfreitas
109512352294413409,cristophersfr,Cristopher Freitas,mastodon.social,0,13,0,https://mastodon.social/@cristophersfr,cristophersfr
108290573442688697,ericchereau,,mastodon.social,0,4,0,https://mastodon.social/@ericchereau,ericchereau
109241814031202593,ehrlinger,John Ehrlinger,mastodon.social,4,42,0,https://mastodon.social/@ehrlinger,ehrlinger
17373,katchwreck,katch wreck,mastodon.social,338,977,7473,https://mastodon.social/@katchwreck,katchwreck
115249419711571690,hridiukani,Hridi Ukani,mastodon.social,2,16,0,https://mastodon.social/@hridiukani,hridiukani
115089538973889362,alvasync,alex,mastodon.social,0,8,0,https://mastodon.social/@alvasync,alvasync
114109878487078563,evnwdvs,Evan Davis,mastodon.social,1,46,0,https://mastodon.social/@evnwdvs,evnwdvs
114262412004999232,ared349,adaaaa2,mastodon.social,0,775,0,https://mastodon.social/@ared349,ared349
114146540975738872,codexring,Code•X,mastodon.social,1,36,8,https://mastodon.social/@codexring,codexring
114089012055430609,aldoraine,Aldo Raine,mastodon.social,23,690,29,https://mastodon.social/@aldoraine,aldoraine
1201113,vd_m,VD.,mastodon.social,8,54,3,https://mastodon.social/@vd_m,vd_m
113937688324813242,darlinclem@infosec.exchange,DC,infosec.exchange,0,7,0,https://infosec.exchange/@darlinclem,darlinclem
113564163294563553,tunji,S Tunji Turner,mastodon.social,4,61,105,https://mastodon.social/@tunji,tunji
113540648331156718,j0t48,J0T48,mastodon.social,0,7,0,https://mastodon.social/@j0t48,j0t48
111461683767803566,remilio,Emilio,mastodon.social,2,37,1,https://mastodon.social/@remilio,remilio
111075665817440599,wolfstar76@hachyderm.io,WolfStar76,hachyderm.io,85,68,536,https://hachyderm.io/@wolfstar76,wolfstar76
110202076640151146,proxy@misskey.art,,misskey.art,1,5,0,https://misskey.art/@proxy,proxy
113080048114789891,kimby@misskey.art,Kimby :c3::blobcat_fu_drawing_normal:,misskey.art,102,137,1549,https://misskey.art/@kimby,kimby
109839362806379658,ny4ramrp,sgv3zrx6,mastodon.social,9,9,5,https://mastodon.social/@ny4ramrp,ny4ramrp
110186415993779749,jorge@social.bakunin.nohost.me,soloojos (GotoSocial),social.bakunin.nohost.me,336,1765,4033,https://social.bakunin.nohost.me/@jorge,jorge
112396258678761329,phemz0,Yarry,mastodon.social,4,58,0,https://mastodon.social/@phemz0,phemz0
107537743192275948,fhblf,,mastodon.social,1,26,63,https://mastodon.social/@fhblf,fhblf
112413268297098956,kir0ul@sigmoid.social,kir0ul,sigmoid.social,204,1577,1168,https://sigmoid.social/@kir0ul,kir0ul
191308,kir0ul@mastodon.zaclys.com,kir0ul,mastodon.zaclys.com,128,1130,1531,https://mastodon.zaclys.com/@kir0ul,kir0ul
111794970557834988,altinhoxha,,mastodon.social,0,1,0,https://mastodon.social/@altinhoxha,altinhoxha
111720197563788258,thebluehunter@infosec.exchange,Blue Hunter,infosec.exchange,32,454,32,https://infosec.exchange/@thebluehunter,thebluehunter
110674062271339016,filipzamorsky,Filip Zamorsky,mastodon.social,2,57,46,https://mastodon.social/@filipzamorsky,filipzamorsky
110731018082807836,arman@mastodon.nu,Arman Borghem,mastodon.nu,78,612,159,https://mastodon.nu/@arman,arman
111609078134887957,blackrosewhitewulf,,mastodon.social,0,4,0,https://mastodon.social/@blackrosewhitewulf,blackrosewhitewulf
110409650171151990,valentebruno,valentebruno,mastodon.social,5,57,4,https://mastodon.social/@valentebruno,valentebruno
108131746904364667,Shortmaier,Florian Kurzmaier,mastodon.social,69,697,127,https://mastodon.social/@Shortmaier,Shortmaier
111345077324768720,codeespresso,codeespresso,mastodon.social,0,14,2,https://mastodon.social/@codeespresso,codeespresso
109326415611965441,horatiupopovici@mas.to,Horatiu Popovici,mas.to,8,206,30,https://mas.to/@horatiupopovici,horatiupopovici
110129807492588175,bitcodavid@hachyderm.io,BitcoDavid #ResistTrump,hachyderm.io,213,365,4668,https://hachyderm.io/@bitcodavid,bitcodavid
110354214649252667,gromsum,Wilhelm,mastodon.social,7,292,0,https://mastodon.social/@gromsum,gromsum
110769831355713342,Cestlheuredu4heures,Cestlheuredu4heures,mastodon.social,5,98,2,https://mastodon.social/@Cestlheuredu4heures,Cestlheuredu4heures
110766961983485266,Ffraxic,,mastodon.social,3,146,0,https://mastodon.social/@Ffraxic,Ffraxic
110667341114696688,sconesfortea,SconesForTea,mastodon.social,3,120,0,https://mastodon.social/@sconesfortea,sconesfortea
110652824289488454,gabohar,Gabohar,mastodon.social,20,265,213,https://mastodon.social/@gabohar,gabohar
109302779234360491,jose87,Jose :mastodon:,mastodon.social,55,228,254,https://mastodon.social/@jose87,jose87
109824254131337909,vfnb3A8,mM@Hxy9T,mastodon.social,4,77,1,https://mastodon.social/@vfnb3A8,vfnb3A8
110537182327606711,szh,Daniel Shen,mastodon.social,0,14,1,https://mastodon.social/@szh,szh
109286951501582812,joshbressers@infosec.exchange,Josh Bressers,infosec.exchange,2427,830,762,https://infosec.exchange/@joshbressers,joshbressers
110235069989497378,KouThor,KouThor,mastodon.social,2,92,97,https://mastodon.social/@KouThor,KouThor
13179,Mastodon,Mastodon,mastodon.social,849612,35,372,https://mastodon.social/@Mastodon,Mastodon
870841,alwinin,SelfPubShelf – Indie Author,mastodon.social,75,869,1,https://mastodon.social/@alwinin,alwinin
115184500281635609,evanwill,evanwill,mastodon.social,45,168,230,https://mastodon.social/@evanwill,evanwill
115120625779867465,olafdahl,,mastodon.social,0,18,0,https://mastodon.social/@olafdahl,olafdahl
115091361782854204,dittygoops,dittygoops,mastodon.social,0,7,0,https://mastodon.social/@dittygoops,dittygoops
114580550524447611,ieeespectrum,IEEE Spectrum,mastodon.social,1359,401,178,https://mastodon.social/@ieeespectrum,ieeespectrum
115003439810752909,t_duan,Tinghui Duan (段庭辉),mastodon.social,63,148,19,https://mastodon.social/@t_duan,t_duan
114871491455669099,dh2026daejeon,DH2026,mastodon.social,178,506,175,https://mastodon.social/@dh2026daejeon,dh2026daejeon
113402170275931730,SARAHINDRYANIAZIZAH,SARAH INDRYANI AZIZAH,mastodon.social,29,802,0,https://mastodon.social/@SARAHINDRYANIAZIZAH,SARAHINDRYANIAZIZAH
1292897,diegodlh,Diego de la Hera,mastodon.social,181,524,99,https://mastodon.social/@diegodlh,diegodlh
10943,jbr,jbr,mastodon.social,232,406,1067,https://mastodon.social/@jbr,jbr
114365853169933224,Duesie,Duesie,mastodon.social,0,9,0,https://mastodon.social/@Duesie,Duesie
112461634985138485,parsaaz,Parsa Azari,mastodon.social,306,4068,52,https://mastodon.social/@parsaaz,parsaaz
113889939967765256,fchabot,Fanny,mastodon.social,14,162,0,https://mastodon.social/@fchabot,fchabot
113442126244659965,mthpvg,,mastodon.social,17,72,87,https://mastodon.social/@mthpvg,mthpvg
113856844671777627,kamleshsuresh,Kamlesh Suresh,mastodon.social,0,2,0,https://mastodon.social/@kamleshsuresh,kamleshsuresh
113435271589968932,agoutsmedt,Aurélien Goutsmedt,mastodon.social,85,447,29,https://mastodon.social/@agoutsmedt,agoutsmedt
113763816994203004,sheringford,,mastodon.social,0,15,0,https://mastodon.social/@sheringford,sheringford
113692608122874001,ms192,MS192,mastodon.social,1,97,0,https://mastodon.social/@ms192,ms192
113743126042402337,Aalena789,Alnena,mastodon.social,1,6,2,https://mastodon.social/@Aalena789,Aalena789
113726377529232531,davidgraver,DavidGraver,mastodon.social,5,36,73,https://mastodon.social/@davidgraver,davidgraver
113701711776850637,dotsie,Allie!,mastodon.social,242,1263,375,https://mastodon.social/@dotsie,dotsie
113302576248911632,notdaniel_,Dan,mastodon.social,157,1315,346,https://mastodon.social/@notdaniel_,notdaniel_
113612106840946806,ashutoshmehra,Ashutosh Mehra,mastodon.social,4,98,0,https://mastodon.social/@ashutoshmehra,ashutoshmehra
113580466842122008,alex_lee,Barthes Simpson,mastodon.social,0,5,2,https://mastodon.social/@alex_lee,alex_lee
113485005846936679,ThadMcIlroy,Thad McIlroy,mastodon.social,0,2,0,https://mastodon.social/@ThadMcIlroy,ThadMcIlroy
113350078674311227,sugiyama738,Shun Sugiyama,mastodon.social,161,153,62,https://mastodon.social/@sugiyama738,sugiyama738
111866393669096381,vhtc,VHTC,mastodon.social,950,4387,809,https://mastodon.social/@vhtc,vhtc
113233052447315116,ndrezner,Nathan Drezner,mastodon.social,43,128,3,https://mastodon.social/@ndrezner,ndrezner
107057825694335801,zarirmadon,Zarir Madon,mastodon.social,83,211,146,https://mastodon.social/@zarirmadon,zarirmadon
110652193121739862,saadfrhan,Saad Farhan,mastodon.social,4,26,6,https://mastodon.social/@saadfrhan,saadfrhan
111266912401312685,tshwanelo,Tshwanelo,mastodon.social,344,1811,1104,https://mastodon.social/@tshwanelo,tshwanelo
112910721039832763,AlgoCompSynth,AlgoCompSynth by znmeb 🇺🇦,mastodon.social,3415,5975,2261,https://mastodon.social/@AlgoCompSynth,AlgoCompSynth
112843801096621182,mariellk,Maribel Reyes,mastodon.social,16,166,32,https://mastodon.social/@mariellk,mariellk
559173,arossp,Aaron Ross Powell ☸️,mastodon.social,948,253,4130,https://mastodon.social/@arossp,arossp
112634612724956519,nevmenandr,Boris Orekhov,mastodon.social,26,451,117,https://mastodon.social/@nevmenandr,nevmenandr
109374616082900927,jadp,Joseph A di Paolantonio,mastodon.social,741,2438,44577,https://mastodon.social/@jadp,jadp
39894,coty,Coty Rosenblath,mastodon.social,498,1223,2074,https://mastodon.social/@coty,coty
112466812316237320,CuriOuroboros,Tammy,mastodon.social,1,11,0,https://mastodon.social/@CuriOuroboros,CuriOuroboros
108196551559051903,wildebees,Wessel van Rensburg,mastodon.social,234,101,1126,https://mastodon.social/@wildebees,wildebees
213939,raiderrobert,Robert Roskam,mastodon.social,3201,58,3157,https://mastodon.social/@raiderrobert,raiderrobert
109252341754783953,keithwilson,Dr Keith Wilson 💭,mastodon.social,1423,620,2156,https://mastodon.social/@keithwilson,keithwilson
112339386306332928,kottke,kottke.org,mastodon.social,24744,26,3047,https://mastodon.social/@kottke,kottke
111585904638150314,quillmatiq,Anuj Ahooja,mastodon.social,1329,839,2589,https://mastodon.social/@quillmatiq,quillmatiq
110441535131897219,gutenberg_org,Project Gutenberg,mastodon.social,58511,48,5857,https://mastodon.social/@gutenberg_org,gutenberg_org
112181615441689686,RebeccaSpang,,mastodon.social,60,381,1,https://mastodon.social/@RebeccaSpang,RebeccaSpang
19616,giocomai,Giorgio Comai,mastodon.social,425,1122,399,https://mastodon.social/@giocomai,giocomai
109959927074264355,askebrock,Aske Laursen Brock,mastodon.social,11,19,0,https://mastodon.social/@askebrock,askebrock
893373,developerjustin,Justin Ferrell,mastodon.social,806,676,9039,https://mastodon.social/@developerjustin,developerjustin
111984585132440586,smkellat,Stephen Michael Kellat,mastodon.social,194,398,5165,https://mastodon.social/@smkellat,smkellat
598061,pascaliensis,Pascal,mastodon.social,116,127,798,https://mastodon.social/@pascaliensis,pascaliensis
111301195217680847,frederickaplan,Frederic Kaplan,mastodon.social,31,22,5,https://mastodon.social/@frederickaplan,frederickaplan
111295592917605395,mauforonda,mauforonda,mastodon.social,547,1089,20,https://mastodon.social/@mauforonda,mauforonda
109245063176478371,natalieroxburgh,Natalie Roxburgh,mastodon.social,211,384,3,https://mastodon.social/@natalieroxburgh,natalieroxburgh
110159724652257619,kconrad,Katie Conrad,mastodon.social,21,30,14,https://mastodon.social/@kconrad,kconrad
110266162634306901,arstechnica,Ars Technica,mastodon.social,204168,6,9687,https://mastodon.social/@arstechnica,arstechnica
321779,gcampax,Giovanni Campagna,mastodon.social,201,620,1781,https://mastodon.social/@gcampax,gcampax
226196,scalzi,Scalzi,mastodon.social,44241,88,1142,https://mastodon.social/@scalzi,scalzi
109251695345631642,yangfeng,Yangfeng Ji,mastodon.social,209,27,18,https://mastodon.social/@yangfeng,yangfeng
109913066849585282,bndktgrs,Benedikt Groß,mastodon.social,451,176,1484,https://mastodon.social/@bndktgrs,bndktgrs
19522,VCP,Exhaust_Fumes_NowMoreThanEver,mastodon.social,1367,1517,292,https://mastodon.social/@VCP,VCP
109258222978707995,adamgurri,Adam Gurri,mastodon.social,1146,483,1742,https://mastodon.social/@adamgurri,adamgurri
